combo_upcharge,id,establishment,name,attribute_type,price,sorting,updated_by,variable_pricing_by,tax_class,created_by,category
0.0000,10727,/enterprise/Establishment/3/,Healthy Ham & Cheese Whole,2,0.0,31,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10728,/enterprise/Establishment/3/,Italian Diablo Whole,2,0.0,33,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10729,/enterprise/Establishment/3/,Italian Tuna Whole,2,0.0,34,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10730,/enterprise/Establishment/3/,Italian Whole,2,0.0,0,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10731,/enterprise/Establishment/3/,Knuckle Whole,2,0.0,35,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10732,/enterprise/Establishment/3/,Milano Whole,2,0.0,101,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10733,/enterprise/Establishment/3/,Mild Italian Whole,2,0.0,102,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10734,/enterprise/Establishment/3/,Mild Sharp Italian Whole,2,0.0,103,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10735,/enterprise/Establishment/3/,Napolitano Whole,2,0.0,106,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10736,/enterprise/Establishment/3/,Nellie Whole,2,0.0,107,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10737,/enterprise/Establishment/3/,New Yorker Whole,2,0.0,108,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10738,/enterprise/Establishment/3/,Nonna's Veggie Whole,2,0.0,109,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10739,/enterprise/Establishment/3/,Old Fashioned Meatball Whole,2,0.0,110,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10740,/enterprise/Establishment/3/,Old Italian Whole,2,0.0,111,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10741,/enterprise/Establishment/3/,Old World Style Meatball Whole,2,0.0,112,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10742,/enterprise/Establishment/3/,Pal Joey Whole,2,0.0,113,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10743,/enterprise/Establishment/3/,Pescara Whole,2,0.0,114,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
2.0000,10744,/enterprise/Establishment/3/,Philly Cheesesteak Whole,2,2.0,115,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
2.0000,10745,/enterprise/Establishment/3/,Pizza Steak Whole,2,2.0,116,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10746,/enterprise/Establishment/3/,Pork Diablo Whole,2,0.0,117,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
2.0000,10747,/enterprise/Establishment/3/,"""R"" Special Whole",2,2.0,118,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
2.0000,10748,/enterprise/Establishment/3/,Roast Beef & Cheese Whole,2,2.0,119,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
2.0000,10749,/enterprise/Establishment/3/,Roast Beef Diablo Whole,2,2.0,120,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
4.0000,10750,/enterprise/Establishment/3/,Roast Beef Schwartzie Whole,2,4.0,121,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10751,/enterprise/Establishment/3/,Sharp Italian Whole,2,0.0,122,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10752,/enterprise/Establishment/3/,Sicilian Whole,2,0.0,123,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10753,/enterprise/Establishment/3/,"Slim ""T"" Whole",2,0.0,124,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
2.0000,10754,/enterprise/Establishment/3/,Soprano Whole,2,2.0,125,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10755,/enterprise/Establishment/3/,Sopressata & Sharp Whole,2,0.0,126,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
2.0000,10756,/enterprise/Establishment/3/,Sulmona Whole,2,2.0,127,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10757,/enterprise/Establishment/3/,Suprimo Whole,2,0.0,128,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10758,/enterprise/Establishment/3/,Tavern & Swiss Whole,2,0.0,129,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10759,/enterprise/Establishment/3/,Tuna Delight Whole,2,0.0,131,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10760,/enterprise/Establishment/3/,Tuna Diablo Whole,2,0.0,132,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
2.0000,10761,/enterprise/Establishment/3/,Turkey & Cheese Whole,2,2.0,134,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
2.0000,10762,/enterprise/Establishment/3/,Turkey Diablo Whole,2,2.0,135,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
4.0000,10763,/enterprise/Establishment/3/,Turkey Schwartzie Whole,2,4.0,136,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10764,/enterprise/Establishment/3/,Veggie Diablo Whole,2,0.0,137,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
4.0000,10765,/enterprise/Establishment/3/,Whacked Chicken Whole,2,4.0,138,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
0.0000,10766,/enterprise/Establishment/3/,White Tuna Whole,2,0.0,139,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/592/
4.0000,18433,/enterprise/Establishment/3/,Chicken Colette Whole,2,4.0,14,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
0.0000,18434,/enterprise/Establishment/3/,LTO Sandwich Whole,2,0.0,36,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
4.0000,18922,/enterprise/Establishment/3/,The Primo Pilgrim Whole,2,4.0,130,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
0.0000,19251,/enterprise/Establishment/3/,Tray Super-Duper #2,1,0.0,1,/enterprise/User/100/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
0.0000,44233,/enterprise/Establishment/3/,Chicken Salad Whole,2,0.0,18,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
0.0000,44234,/enterprise/Establishment/3/,Egg Salad Whole,2,0.0,25,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
0.0000,44235,/enterprise/Establishment/3/,Tuna Salad Whole,2,0.0,133,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
0.0000,420241,/enterprise/Establishment/3/,Ham Salami & Cheese Whole,2,0.0,29,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
0.0000,432221,/enterprise/Establishment/3/,Muffaletta Whole,2,0.0,104,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
4.0000,433608,/enterprise/Establishment/3/,Chicken Cutlet & Cheese Whole,2,4.0,15,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/592/
0.0000,10635,/enterprise/Establishment/3/,Abruzzi Whole,2,0.0,1,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10636,/enterprise/Establishment/3/,American Whole,2,0.0,2,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10637,/enterprise/Establishment/3/,Audiablo Whole,2,4.0,3,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10638,/enterprise/Establishment/3/,Audie Whole,2,4.0,4,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10639,/enterprise/Establishment/3/,Bada Bing Whole,2,4.0,5,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10640,/enterprise/Establishment/3/,Bada Boom Whole,2,4.0,6,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10641,/enterprise/Establishment/3/,"Big ""T"" Diablo Whole",2,2.0,8,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10642,/enterprise/Establishment/3/,"Big ""T"" Whole",2,2.0,7,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10643,/enterprise/Establishment/3/,Muffaletta Diablo Whole,2,0.0,105,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10644,/enterprise/Establishment/3/,Bologna & Cheese Whole,2,0.0,9,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10645,/enterprise/Establishment/3/,Buffalo Chicken Cheesesteak Whole,2,0.0,10,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10646,/enterprise/Establishment/3/,Buffalo Cutlet Whole,2,4.0,11,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10647,/enterprise/Establishment/3/,Cheese Deluxe Whole,2,0.0,12,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10648,/enterprise/Establishment/3/,Chicken Cheesesteak Whole,2,0.0,13,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10649,/enterprise/Establishment/3/,Chicken Diablo Whole,2,4.0,16,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10650,/enterprise/Establishment/3/,Chicken Parm Whole,2,4.0,17,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10651,/enterprise/Establishment/3/,Chicken Suprimo Whole,2,4.0,19,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10652,/enterprise/Establishment/3/,Corned Beef Schwartzie Whole,2,4.0,21,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10653,/enterprise/Establishment/3/,Corned Beef & Swiss Whole,2,0.0,20,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10654,/enterprise/Establishment/3/,Crusher Whole,2,4.0,22,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10655,/enterprise/Establishment/3/,Custom Cheese Whole,2,0.0,23,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10656,/enterprise/Establishment/3/,Custom Whole,2,0.0,24,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10657,/enterprise/Establishment/3/,Gianna Whole,2,0.0,26,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10658,/enterprise/Establishment/3/,Ham & Cheese Diablo Whole,2,0.0,28,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10659,/enterprise/Establishment/3/,Ham & Cheese Whole,2,0.0,27,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10660,/enterprise/Establishment/3/,Healthy Cheese Whole,2,0.0,30,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10661,/enterprise/Establishment/3/,Healthy Ham & Cheese Whole,2,0.0,31,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10662,/enterprise/Establishment/3/,Italian Diablo Whole,2,0.0,33,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10663,/enterprise/Establishment/3/,Italian Tuna Whole,2,0.0,34,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10664,/enterprise/Establishment/3/,Italian Whole,2,0.0,0,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10665,/enterprise/Establishment/3/,Knuckle Whole,2,0.0,35,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10666,/enterprise/Establishment/3/,Milano Whole,2,0.0,101,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10667,/enterprise/Establishment/3/,Mild Italian Whole,2,0.0,102,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10668,/enterprise/Establishment/3/,Mild Sharp Italian Whole,2,0.0,103,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10669,/enterprise/Establishment/3/,Napolitano Whole,2,0.0,106,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10670,/enterprise/Establishment/3/,Nellie Whole,2,0.0,107,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10671,/enterprise/Establishment/3/,New Yorker Whole,2,0.0,108,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10672,/enterprise/Establishment/3/,Nonna's Veggie Whole,2,0.0,109,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10673,/enterprise/Establishment/3/,Old Fashioned Meatball Whole,2,0.0,110,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10674,/enterprise/Establishment/3/,Old Italian Whole,2,0.0,111,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10675,/enterprise/Establishment/3/,Old World Style Meatball Whole,2,0.0,112,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10676,/enterprise/Establishment/3/,Pal Joey Whole,2,0.0,113,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10677,/enterprise/Establishment/3/,Pescara Whole,2,0.0,114,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10678,/enterprise/Establishment/3/,Philly Cheesesteak Whole,2,2.0,115,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10679,/enterprise/Establishment/3/,Pizza Steak Whole,2,2.0,116,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10680,/enterprise/Establishment/3/,Pork Diablo Whole,2,0.0,117,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10681,/enterprise/Establishment/3/,"""R"" Special Whole",2,2.0,118,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10682,/enterprise/Establishment/3/,Roast Beef & Cheese Whole,2,2.0,119,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10683,/enterprise/Establishment/3/,Roast Beef Diablo Whole,2,2.0,120,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10684,/enterprise/Establishment/3/,Roast Beef Schwartzie Whole,2,4.0,121,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10685,/enterprise/Establishment/3/,Sharp Italian Whole,2,0.0,122,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10686,/enterprise/Establishment/3/,Sicilian Whole,2,0.0,123,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10687,/enterprise/Establishment/3/,"Slim ""T"" Whole",2,0.0,124,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10688,/enterprise/Establishment/3/,Soprano Whole,2,2.0,125,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10689,/enterprise/Establishment/3/,Sopressata & Sharp Whole,2,0.0,126,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10690,/enterprise/Establishment/3/,Sulmona Whole,2,2.0,127,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10691,/enterprise/Establishment/3/,Suprimo Whole,2,0.0,128,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10692,/enterprise/Establishment/3/,Tavern & Swiss Whole,2,0.0,129,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10693,/enterprise/Establishment/3/,Tuna Delight Whole,2,0.0,131,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10694,/enterprise/Establishment/3/,Tuna Diablo Whole,2,0.0,132,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10695,/enterprise/Establishment/3/,Turkey & Cheese Whole,2,2.0,134,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
2.0000,10696,/enterprise/Establishment/3/,Turkey Diablo Whole,2,2.0,135,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10697,/enterprise/Establishment/3/,Turkey Schwartzie Whole,2,4.0,136,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10698,/enterprise/Establishment/3/,Veggie Diablo Whole,2,0.0,137,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,10699,/enterprise/Establishment/3/,Whacked Chicken Whole,2,4.0,138,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
0.0000,10700,/enterprise/Establishment/3/,White Tuna Whole,2,0.0,139,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/591/
4.0000,18431,/enterprise/Establishment/3/,Chicken Colette Whole,2,4.0,14,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
0.0000,18432,/enterprise/Establishment/3/,LTO Sandwich Whole,2,0.0,36,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
4.0000,18921,/enterprise/Establishment/3/,The Primo Pilgrim Whole,2,4.0,130,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
0.0000,19250,/enterprise/Establishment/3/,Tray Super-Duper #1,1,0.0,1,/enterprise/User/100/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
0.0000,44230,/enterprise/Establishment/3/,Chicken Salad Whole,2,0.0,18,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
0.0000,44231,/enterprise/Establishment/3/,Egg Salad Whole,2,0.0,25,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
0.0000,44232,/enterprise/Establishment/3/,Tuna Salad Whole,2,0.0,133,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
0.0000,420169,/enterprise/Establishment/3/,Ham Salami & Cheese Whole,2,0.0,29,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
0.0000,432148,/enterprise/Establishment/3/,Muffaletta Whole,2,0.0,104,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
4.0000,433535,/enterprise/Establishment/3/,Chicken Cutlet & Cheese Whole,2,4.0,15,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/591/
1.0000,10568,/enterprise/Establishment/3/,Abruzzi Whole,2,1.0,1,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10569,/enterprise/Establishment/3/,American Whole,2,0.0,2,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10570,/enterprise/Establishment/3/,Audiablo Whole,2,5.0,3,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10571,/enterprise/Establishment/3/,Audie Whole,2,5.0,4,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10572,/enterprise/Establishment/3/,Bada Bing Whole,2,5.0,5,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10573,/enterprise/Establishment/3/,Bada Boom Whole,2,5.0,6,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
3.0000,10574,/enterprise/Establishment/3/,"Big ""T"" Diablo Whole",2,3.0,8,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
3.0000,10575,/enterprise/Establishment/3/,"Big ""T"" Whole",2,3.0,7,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10576,/enterprise/Establishment/3/,Muffaletta Diablo Whole,2,0.0,105,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10577,/enterprise/Establishment/3/,Bologna & Cheese Whole,2,0.0,9,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10578,/enterprise/Establishment/3/,Buffalo Chicken Cheesesteak Whole,2,1.0,10,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10579,/enterprise/Establishment/3/,Buffalo Cutlet Whole,2,5.0,11,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10580,/enterprise/Establishment/3/,Cheese Deluxe Whole,2,0.0,12,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10581,/enterprise/Establishment/3/,Chicken Cheesesteak Whole,2,1.0,13,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10582,/enterprise/Establishment/3/,Chicken Diablo Whole,2,5.0,16,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10583,/enterprise/Establishment/3/,Chicken Parm Whole,2,5.0,17,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10584,/enterprise/Establishment/3/,Chicken Suprimo Whole,2,5.0,19,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10585,/enterprise/Establishment/3/,Corned Beef Schwartzie Whole,2,5.0,21,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10586,/enterprise/Establishment/3/,Corned Beef & Swiss Whole,2,0.0,20,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
5.0000,10587,/enterprise/Establishment/3/,Crusher Whole,2,5.0,22,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10588,/enterprise/Establishment/3/,Custom Cheese Whole,2,0.0,23,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10589,/enterprise/Establishment/3/,Custom Whole,2,1.0,24,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10590,/enterprise/Establishment/3/,Gianna Whole,2,1.0,26,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10591,/enterprise/Establishment/3/,Ham & Cheese Diablo Whole,2,0.0,28,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10592,/enterprise/Establishment/3/,Ham & Cheese Whole,2,0.0,0,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10593,/enterprise/Establishment/3/,Healthy Cheese Whole,2,0.0,30,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10594,/enterprise/Establishment/3/,Healthy Ham & Cheese Whole,2,1.0,31,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10595,/enterprise/Establishment/3/,Italian Diablo Whole,2,1.0,33,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10596,/enterprise/Establishment/3/,Italian Tuna Whole,2,0.0,34,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10597,/enterprise/Establishment/3/,Italian Whole,2,1.0,32,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10598,/enterprise/Establishment/3/,Knuckle Whole,2,0.0,35,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10599,/enterprise/Establishment/3/,Milano Whole,2,0.0,101,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10600,/enterprise/Establishment/3/,Mild Italian Whole,2,1.0,102,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10601,/enterprise/Establishment/3/,Mild Sharp Italian Whole,2,1.0,103,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10602,/enterprise/Establishment/3/,Napolitano Whole,2,1.0,106,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10603,/enterprise/Establishment/3/,Nellie Whole,2,1.0,107,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10604,/enterprise/Establishment/3/,New Yorker Whole,2,1.0,108,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
0.0000,10605,/enterprise/Establishment/3/,Nonna's Veggie Whole,2,0.0,109,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10606,/enterprise/Establishment/3/,Old Fashioned Meatball Whole,2,1.0,110,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10607,/enterprise/Establishment/3/,Old Italian Whole,2,1.0,111,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10608,/enterprise/Establishment/3/,Old World Style Meatball Whole,2,1.0,112,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10609,/enterprise/Establishment/3/,Pal Joey Whole,2,1.0,113,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
1.0000,10610,/enterprise/Establishment/3/,Pescara Whole,2,1.0,114,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
3.0000,10611,/enterprise/Establishment/3/,Philly Cheesesteak Whole,2,3.0,115,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/590/
